Universidade,Link_DGES,Nome,Estado da IES,Unidade Organica,Subsistema,Natureza,Tipo de ensino,Link_Website,Morada,Código Postal,Telefone,Email,Distrito
Escola Superior de Enfermagem de São José de Cluny,https://www.dges.gov.pt/simges/public/www/detalhes_ies/59,Escola Superior de Enfermagem de São José de Cluny,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.esesjcluny.pt,"Rampa da Quinta de Sant' Ana, Funchal","9050-282, Funchal
",+351291743444,geral@esesjcluny.pt,http://www.esesjcluny.pt
Escola Superior de Enfermagem São Francisco das Misericórdias,https://www.dges.gov.pt/simges/public/www/detalhes_ies/57,Escola Superior de Enfermagem São Francisco das Misericórdias,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.enfermagem.edu.pt,"Rua de Santa Marta, n.º 56, Lisboa","1169-023, Lisboa
",+351217120913,esesfm@esesfm.pt,http://www.enfermagem.edu.pt
Escola Superior de Negócios Atlântico,https://www.dges.gov.pt/simges/public/www/detalhes_ies/69,Escola Superior de Negócios Atlântico,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://www.abs.pt/,"Av. dos Sanatórios, Edifício Heliântia - Valadares, Vila Nova de Gaia","4405-604, Vila Nova de Gaia
",+351227538800,geral@abs.pt,https://www.abs.pt/
Escola Superior de Saúde Atlântica,https://www.dges.gov.pt/simges/public/www/detalhes_ies/121,Escola Superior de Saúde Atlântica,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://www.essatla.pt/,"Antiga Fábrica da Pólvora de Barcarena-Rua dos Paióis, Barcarena","2730-036, Oeiras
",+351214398200,geral@uatlantica.pt,https://www.essatla.pt/
Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,https://www.dges.gov.pt/simges/public/www/detalhes_ies/55,Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://esecvpaltotamega.pt/,"Quinta dos Montalvões - Outeiro Seco, Outeiro Seco","5400-673, Chaves
",+351276301690,direcao@esecvpaltotamega.pt,https://esecvpaltotamega.pt/
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,https://www.dges.gov.pt/simges/public/www/detalhes_ies/54,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://www.esscvp.eu,"Av. de Ceuta, 1 - Edifício Urbiceuta 6º piso, Lisboa","1300-125, Lisboa
",+351213616790,secretarialicenciaturas@esscvp.eu,https://www.esscvp.eu
Escola Superior de Saúde da Fundação «Fernando Pessoa»,https://www.dges.gov.pt/simges/public/www/detalhes_ies/129,Escola Superior de Saúde da Fundação «Fernando Pessoa»,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.ufp.pt,"Rua Carlos da Maia, 296, Porto","4200-150, Porto
",+351225074630,geral@ufp.edu.pt,http://www.ufp.pt
Escola Superior de Saúde de Santa Maria,https://www.dges.gov.pt/simges/public/www/detalhes_ies/58,Escola Superior de Saúde de Santa Maria,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://www.santamariasaude.pt/,"Trav. Antero de Quental, n.º 167, Porto","4049-025, Porto
",+351225098664,geral@santamariasaude.pt,https://www.santamariasaude.pt/
Escola Superior de Saúde do Alcoitão,https://www.dges.gov.pt/simges/public/www/detalhes_ies/62,Escola Superior de Saúde do Alcoitão,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.essa.pt/,"Rua do Conde Barão - Alcoitão, Alcoitão","2649-506, Cascais
",+351214607450,geral@essa.pt,http://www.essa.pt/
Escola Superior de Saúde Egas Moniz,https://www.dges.gov.pt/simges/public/www/detalhes_ies/63,Escola Superior de Saúde Egas Moniz,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.egasmoniz.edu.pt,"Quinta da Granja – Campus Universitário, Monte de Caparica","2829-511, Almada
",+351212946700,essem@egasmoniz.edu.pt,http://www.egasmoniz.edu.pt
Escola Superior de Saúde Jean Piaget de Viseu,https://www.dges.gov.pt/simges/public/www/detalhes_ies/60,Escola Superior de Saúde Jean Piaget de Viseu,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.ipiaget.org/,"Estrada do Alto do Gaio - Galifonge, Galifonge","3515-776, Viseu
",+351232910100,dir.ess@viseu.ipiaget.pt,http://www.ipiaget.org/
Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,https://www.dges.gov.pt/simges/public/www/detalhes_ies/53,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,https://essnortecvp.pt/pt/,"Rua da Cruz Vermelha Cidacos, Oliveira de Azeméis","3720-126, Oliveira de Azeméis
",+351256661430,secretaria@esenfcvpoa.eu,https://essnortecvp.pt/pt/
Escola Superior de Tecnologias de Fafe,https://www.dges.gov.pt/simges/public/www/detalhes_ies/65,Escola Superior de Tecnologias de Fafe,Ativa,Unidade Principal,Privado,Escola politécnica não integrada,Politécnico,http://www.iesfafe.pt/,"Rua Universitária, Medelo","4820-549, Fafe
",+351253509000,geral@iesfafe.pt,http://www.iesfafe.pt/
Escola Universitária Vasco da Gama,https://www.dges.gov.pt/simges/public/www/detalhes_ies/68,Escola Universitária Vasco da Gama,Ativa,Unidade Principal,Privado,Escola universitária não integrada,Universitário,http://www.euvg.pt,"Avenida José Sousa Fernandes, Blocos A e B - Lordemão, Coimbra","3020-210, Coimbra
",+351239444444,geral@euvg.pt,http://www.euvg.pt
Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_ies/123,Instituto Politécnico da Lusofonia,Ativa,Unidade Principal,Privado,Instituto Politécnico,Politécnico,https://www.ipluso.pt/,"Rua do Telhal aos Olivais n.º 8 - 8A, Lisboa","1950-258, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Ciências da Administração - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/373,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Ciências da Administração - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua do Telhal aos Olivais n.º 8 - 8A, Lisboa","1950-258, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
"Escola Superior de Comunicação, Inovação e Artes - Instituto Politécnico da Lusofonia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/372,Instituto Politécnico da Lusofonia,Ativa,"Escola Superior de Comunicação, Inovação e Artes - Instituto Politécnico da Lusofonia",Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Educação da Lusofonia - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/376,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Educação da Lusofonia - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua de S. Paulo, n.º 89, Lisboa","1200-427, Lisboa
",+351217548625,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Engenharia e Tecnologias - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/377,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Engenharia e Tecnologias - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Saúde Ribeiro Sanches - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/374,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Saúde Ribeiro Sanches - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua do Telhal aos Olivais n.º 8 - 8A, Lisboa","1950-258, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
"Escola Superior de Saúde, Proteção e Bem-Estar Animal - Instituto Politécnico da Lusofonia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/375,Instituto Politécnico da Lusofonia,Ativa,"Escola Superior de Saúde, Proteção e Bem-Estar Animal - Instituto Politécnico da Lusofonia",Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Ciências da Administração - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/373,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Ciências da Administração - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua do Telhal aos Olivais n.º 8 - 8A, Lisboa","1950-258, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
"Escola Superior de Comunicação, Inovação e Artes - Instituto Politécnico da Lusofonia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/372,Instituto Politécnico da Lusofonia,Ativa,"Escola Superior de Comunicação, Inovação e Artes - Instituto Politécnico da Lusofonia",Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Educação da Lusofonia - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/376,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Educação da Lusofonia - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua de S. Paulo, n.º 89, Lisboa","1200-427, Lisboa
",+351217548625,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Engenharia e Tecnologias - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/377,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Engenharia e Tecnologias - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Escola Superior de Saúde Ribeiro Sanches - Instituto Politécnico da Lusofonia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/374,Instituto Politécnico da Lusofonia,Ativa,Escola Superior de Saúde Ribeiro Sanches - Instituto Politécnico da Lusofonia,Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua do Telhal aos Olivais n.º 8 - 8A, Lisboa","1950-258, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
"Escola Superior de Saúde, Proteção e Bem-Estar Animal - Instituto Politécnico da Lusofonia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/375,Instituto Politécnico da Lusofonia,Ativa,"Escola Superior de Saúde, Proteção e Bem-Estar Animal - Instituto Politécnico da Lusofonia",Privado,Sem Natureza,Politécnico,https://www.ipluso.pt/,"Rua Fernando Palha, n.º 69, Lisboa","1950-330, Lisboa
",+351218621060,info@ipluso.pt,https://www.ipluso.pt/
Instituto Politécnico da Maia,https://www.dges.gov.pt/simges/public/www/detalhes_ies/111,Instituto Politécnico da Maia,Ativa,Unidade Principal,Privado,Instituto Politécnico,Politécnico,http://www.ipmaia.pt/,"Av. Carlos Oliveira Campos - S. Pedro de Avioso, Castelo da Maia, Maia","4475-690, Maia
",+351229866000,info@ismai.pt,http://www.ipmaia.pt/
"Escola Superior de Ciências Sociais, Educação e Desporto - Instituto Politécnico da Maia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/367,Instituto Politécnico da Maia,Ativa,"Escola Superior de Ciências Sociais, Educação e Desporto - Instituto Politécnico da Maia",Privado,Sem Natureza,Politécnico,http://www.ipmaia.pt/,"Av. Carlos Oliveira Campos - S. Pedro de Avioso, Castelo da Maia, Maia","4475-690, Maia
",+351229866000,info@ismai.pt,http://www.ipmaia.pt/
Escola Superior de Tecnologia e Gestão - Instituto Politécnico da Maia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/368,Instituto Politécnico da Maia,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico da Maia,Privado,Sem Natureza,Politécnico,http://www.ipmaia.pt/,"Av. Carlos Oliveira Campos - S. Pedro de Avioso, Castelo da Maia, Maia","4475-690, Maia
",+351229866000,info@ismai.pt,http://www.ipmaia.pt/
"Escola Superior de Ciências Sociais, Educação e Desporto - Instituto Politécnico da Maia",https://www.dges.gov.pt/simges/public/www/detalhes_uo/367,Instituto Politécnico da Maia,Ativa,"Escola Superior de Ciências Sociais, Educação e Desporto - Instituto Politécnico da Maia",Privado,Sem Natureza,Politécnico,http://www.ipmaia.pt/,"Av. Carlos Oliveira Campos - S. Pedro de Avioso, Castelo da Maia, Maia","4475-690, Maia
",+351229866000,info@ismai.pt,http://www.ipmaia.pt/
Escola Superior de Tecnologia e Gestão - Instituto Politécnico da Maia,https://www.dges.gov.pt/simges/public/www/detalhes_uo/368,Instituto Politécnico da Maia,Ativa,Escola Superior de Tecnologia e Gestão - Instituto Politécnico da Maia,Privado,Sem Natureza,Politécnico,http://www.ipmaia.pt/,"Av. Carlos Oliveira Campos - S. Pedro de Avioso, Castelo da Maia, Maia","4475-690, Maia
",+351229866000,info@ismai.pt,http://www.ipmaia.pt/
Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_ies/64,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Unidade Principal,Privado,Instituto Politécnico,Politécnico,http://www.cespu.pt,"Rua Central de Gandra, 1317, Gandra","4585-116, Paredes
",+351224157100,dir.ipsn@cespu.pt,http://www.cespu.pt
Escola Superior de Enfermagem do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/357,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Enfermagem do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua Direita, nº 5, Penafiel","4560-462, Penafiel
",+351224157100,dir.essvs@cespu.pt,http://www.cespu.pt
Escola Superior de Saúde do Vale do Ave - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/355,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Saúde do Vale do Ave - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua José António Vidal, 81, Vila Nova de Famalicão","4760-293, Vila Nova de Famalicão
",+351252303600,dir.essva@cespu.pt,http://www.cespu.pt
Escola Superior de Tecnologias da Saúde do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/356,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Tecnologias da Saúde do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua Central de Gandra, 1317, Gandra","4585-116, Paredes
",+351224157100,dir.essvs@cespu.pt,http://www.cespu.pt
Escola Superior de Enfermagem do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/357,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Enfermagem do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua Direita, nº 5, Penafiel","4560-462, Penafiel
",+351224157100,dir.essvs@cespu.pt,http://www.cespu.pt
Escola Superior de Saúde do Vale do Ave - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/355,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Saúde do Vale do Ave - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua José António Vidal, 81, Vila Nova de Famalicão","4760-293, Vila Nova de Famalicão
",+351252303600,dir.essva@cespu.pt,http://www.cespu.pt
Escola Superior de Tecnologias da Saúde do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,https://www.dges.gov.pt/simges/public/www/detalhes_uo/356,Instituto Politécnico de Saúde do Norte - CESPU,Ativa,Escola Superior de Tecnologias da Saúde do Tâmega e Sousa - Instituto Politécnico de Saúde do Norte - CESPU,Privado,Sem Natureza,Politécnico,http://www.cespu.pt,"Rua Central de Gandra, 1317, Gandra","4585-116, Paredes
",+351224157100,dir.essvs@cespu.pt,http://www.cespu.pt
Instituto Politécnico Jean Piaget do Norte,https://www.dges.gov.pt/simges/public/www/detalhes_ies/135,Instituto Politécnico Jean Piaget do Norte,Ativa,Unidade Principal,Privado,Instituto Politécnico,Politécnico,https://ipiaget.org/ipjpn/,"Alameda  Jean Piaget, 106, Vila Nova de Gaia","4405-678, Vila Nova de Gaia
",+351227536620,info@gaia.ipiaget.pt,https://ipiaget.org/ipjpn/
Escola Superior de Desporto e Educação Jean Piaget de Vila Nova de Gaia - Instituto Politécnico Jean Piaget do Norte,https://www.dges.gov.pt/simges/public/www/detalhes_uo/379,Instituto Politécnico Jean Piaget do Norte,Ativa,Escola Superior de Desporto e Educação Jean Piaget de Vila Nova de Gaia - Instituto Politécnico Jean Piaget do Norte,Privado,Sem Natureza,Politécnico,https://ipiaget.org/ipjpn/,"Alameda Jean Piaget, 106, Vila Nova de Gaia","4405-678, Vila Nova de Gaia
",Sem Telefone,Sem Email,https://ipiaget.org/ipjpn/
